Name,Codename,Cores,Brand,Socket,Process,Clock,Multi,Voltage,Cache L1/L2/L3,TDP,Released
Pentium 4 HT 651,Cedar Mill,1-Core,Intel,775,65 nm,3400 MHz,17.0x,1.325 V,28K / 2048K / 0K,86W,Jan-06
Pentium 4 HT 660,Prescott,1-Core,Intel,775,90 nm,3600 MHz,18.0x,1.388 V,28K / 2048K / 0K,84W,Feb-05
Pentium 4 HT 661,Cedar Mill,1-Core,Intel,775,65 nm,3600 MHz,18.0x,1.325 V,28K / 2048K / 0K,86W,Jan-06
Pentium 4 HT 662,Prescott,1-Core,Intel,775,90 nm,3600 MHz,18.0x,1.388 V,28K / 2048K / 0K,84W,Nov-05
Pentium 4 HT 670,Prescott,1-Core,Intel,775,90 nm,3800 MHz,19.0x,1.388 V,28K / 2048K / 0K,84W,May-05
Pentium 4 HT 672,Prescott,1-Core,Intel,775,90 nm,3800 MHz,19.0x,1.388 V,28K / 2048K / 0K,84W,Nov-05
Pentium 4 HT EE 3.20,Gallatin,1-Core,Intel,478,130 nm,3200 MHz,16.0x,1.525 V,8K / 512K / 2048K,110W,Nov-03
Pentium 4 HT EE 3.40,Gallatin,1-Core,Intel,775,130 nm,3400 MHz,17.0x,1.525 V,8K / 512K / 2048K,110W,Feb-04
Pentium 4 HT EE 3.40,Gallatin,1-Core,Intel,478,130 nm,3400 MHz,17.0x,1.525 V,8K / 512K / 2048K,110W,Jun-04
Pentium 4 HT EE 3.46,Gallatin,1-Core,Intel,775,130 nm,3460 MHz,13.0x,1.525 V,8K / 512K / 2048K,110W,Oct-04
Pentium 4 HT EE 3.73,Prescott,1-Core,Intel,775,90 nm,3733 MHz,14.0x,1.388 V,16K / 2048K / 0K,115W,Feb-05
Pentium D 820,Smithfield,2-Core,Intel,775,90 nm,2800 MHz,14.0x,1.4 V,28K / 2048K / 0K,130W,May-05
Pentium D 820,Smithfield,2-Core,Intel,775,90 nm,2800 MHz,14.0x,1.4 V,28K / 2048K / 0K,130W,May-05
Pentium D 830,Smithfield,2-Core,Intel,775,90 nm,3000 MHz,15.0x,1.4 V,28K / 2048K / 0K,130W,May-05
Pentium D 840,Smithfield,2-Core,Intel,775,90 nm,3200 MHz,15.0x,1.4 V,28K / 2048K / 0K,130W,May-05
Pentium D 840 EE,Smithfield,2-Core,Intel,775,90 nm,3200 MHz,16.0x,1.4 V,28K / 2048K / 0K,130W,May-05
Pentium D 915,Presler,2-Core,Intel,775,65 nm,2800 MHz,14.0x,1.33 V,28K / 4096K / 0K,95W,Jul-06
Pentium D 920,Presler,2-Core,Intel,775,65 nm,2800 MHz,14.0x,1.33 V,28K / 4096K / 0K,130W,Jan-06
Pentium D 925,Presler,2-Core,Intel,775,65 nm,3000 MHz,15.0x,1.33 V,28K / 4096K / 0K,95W,Oct-06
Pentium D 930,Presler,2-Core,Intel,775,65 nm,3000 MHz,15.0x,1.33 V,28K / 4096K / 0K,130W,Jan-06
Pentium D 935,Presler,2-Core,Intel,775,65 nm,3200 MHz,16.0x,1.33 V,28K / 4096K / 0K,95W,Jan-07
Pentium D 940,Presler,2-Core,Intel,775,65 nm,3200 MHz,16.0x,1.33 V,28K / 4096K / 0K,130W,Jan-06
Pentium D 945,Presler,2-Core,Intel,775,65 nm,3400 MHz,17.0x,1.33 V,28K / 4096K / 0K,95W,Jul-06
Pentium D 950,Presler,2-Core,Intel,775,65 nm,3400 MHz,17.0x,1.33 V,28K / 4096K / 0K,130W,Jan-06
Pentium D 955,Presler,2-Core,Intel,775,65 nm,3460 MHz,13.0x,1.33 V,28K / 4096K / 0K,130W,Jan-06
Pentium D 960,Presler,2-Core,Intel,775,65 nm,3600 MHz,18.0x,1.33 V,28K / 4096K / 0K,130W,May-06
Pentium D 965 EE,Presler,2-Core,Intel,775,65 nm,3730 MHz,14.0x,1.33 V,28K / 4096K / 0K,130W,Mar-06
Pentium Dual-Core E2140,Allendale,2-Core,Intel,775,65 nm,1600 MHz,8.0x,1.5 V,64K / 1024K / 0K,65W,Jun-07
Pentium Dual-Core E2160,Allendale,2-Core,Intel,775,65 nm,1800 MHz,9.0x,1.5 V,64K / 1024K / 0K,65W,Jun-07
Pentium Dual-Core E2180,Allendale,2-Core,Intel,775,65 nm,2000 MHz,10.0x,1.5 V,64K / 1024K / 0K,65W,Aug-07
Pentium Dual-Core E2200,Allendale,2-Core,Intel,775,65 nm,2200 MHz,11.0x,1.5 V,64K / 1024K / 0K,65W,Dec-07
Pentium Dual-Core E2210,Wolfdale,2-Core,Intel,775,45 nm,2200 MHz,11.0x,1.5 V,64K / 1024K / 0K,65W,Jun-09
Pentium Dual-Core E2220,Allendale,2-Core,Intel,775,65 nm,2400 MHz,12.0x,1.5 V,64K / 1024K / 0K,65W,Mar-08
Pentium E5200,Wolfdale,2-Core,Intel,775,45 nm,2500 MHz,12.5x,1.3625 V,64K / 2048K / 0K,65W,Aug-08
Pentium E5300,Wolfdale,2-Core,Intel,775,45 nm,2600 MHz,13.0x,1.3625 V,64K / 2048K / 0K,65W,Nov-08
Pentium E5400,Wolfdale,2-Core,Intel,775,45 nm,2700 MHz,13.5x,1.3625 V,64K / 2048K / 0K,65W,Jan-09
Pentium E5500,Wolfdale,2-Core,Intel,775,45 nm,2800 MHz,14.0x,1.3625 V,64K / 2048K / 0K,65W,Apr-10
Pentium E5700,Wolfdale,2-Core,Intel,775,45 nm,3000 MHz,15.0x,1.3625 V,64K / 2048K / 0K,65W,Aug-10
Pentium E5800,Wolfdale,2-Core,Intel,775,45 nm,3200 MHz,16.0x,1.3625 V,64K / 2048K / 0K,65W,Nov-10
Pentium E6300,Wolfdale,2-Core,Intel,775,45 nm,2800 MHz,10.5x,1.3625 V,64K / 2048K / 0K,65W,May-09
Pentium E6500,Wolfdale,2-Core,Intel,775,45 nm,2933 MHz,11.0x,1.3625 V,64K / 2048K / 0K,65W,Aug-09
Pentium E6500K,Wolfdale,2-Core,Intel,775,45 nm,2933 MHz,11.0x,1.3625 V,64K / 2048K / 0K,65W,Aug-09
Pentium E6600,Wolfdale,2-Core,Intel,775,45 nm,3067 MHz,11.5x,1.3625 V,64K / 2048K / 0K,65W,Jan-10
Pentium E6700,Wolfdale,2-Core,Intel,775,45 nm,3200 MHz,12.0x,1.3625 V,64K / 2048K / 0K,65W,May-10
Pentium E6800,Wolfdale,2-Core,Intel,775,45 nm,3333 MHz,12.5x,1.3625 V,64K / 2048K / 0K,65W,Aug-10
Pentium G2010,Ivy Bridge,2-Core,Intel,1155,22 nm,2800 MHz,28.0x,unknown,64K / 256K / 3072K,55W,Jan-13
Pentium G2020,Ivy Bridge,2-Core,Intel,1155,22 nm,2900 MHz,29.0x,unknown,64K / 256K / 3072K,55W,Jan-13
Pentium G2020T,Ivy Bridge,2-Core,Intel,1155,22 nm,2500 MHz,25.0x,unknown,64K / 256K / 3072K,35W,Jan-13
Pentium G2100T,Ivy Bridge,2-Core,Intel,1155,22 nm,2600 MHz,26.0x,unknown,64K / 256K / 3072K,35W,Sep-12
Pentium G2120,Ivy Bridge,2-Core,Intel,1155,22 nm,3100 MHz,31.0x,unknown,64K / 256K / 3072K,55W,Sep-12
Pentium G2130,Ivy Bridge,2-Core,Intel,1155,22 nm,3200 MHz,32.0x,unknown,64K / 256K / 3072K,55W,Jan-13
Pentium G3220,Haswell,2-Core,Intel,1150,22 nm,3000 MHz,30.0x,unknown,64K / 256K / 3072K,54W,Sep-13
Pentium G3220T,Haswell,2-Core,Intel,1150,22 nm,2600 MHz,26.0x,unknown,64K / 256K / 3072K,35W,Sep-13
Pentium G3250,Haswell,2-Core,Intel,1150,22 nm,3200 MHz,32.0x,unknown,64K / 256K / 3072K,54W,Jul-14
Pentium G3250T,Haswell,2-Core,Intel,1150,22 nm,2800 MHz,28.0x,unknown,64K / 256K / 3072K,35W,Jul-14
Pentium G3258,Haswell,2-Core,Intel,1150,22 nm,3200 MHz,32.0x,unknown,64K / 256K / 3072K,54W,Jun-14
Pentium G3420,Haswell,2-Core,Intel,1150,22 nm,3200 MHz,32.0x,unknown,64K / 256K / 3072K,54W,Sep-13
Pentium G3420T,Haswell,2-Core,Intel,1150,22 nm,2700 MHz,27.0x,unknown,64K / 256K / 3072K,35W,Sep-13
Pentium G3430,Haswell,2-Core,Intel,1150,22 nm,3300 MHz,33.0x,unknown,64K / 256K / 3072K,54W,Sep-13
Pentium G3440,Haswell,2-Core,Intel,1150,22 nm,3300 MHz,33.0x,unknown,64K / 256K / 3072K,54W,May-14
Pentium G3450,Haswell,2-Core,Intel,1150,22 nm,3300 MHz,33.0x,unknown,64K / 256K / 3072K,54W,May-14
Pentium G3450T,Haswell,2-Core,Intel,1150,22 nm,2900 MHz,29.0x,unknown,64K / 256K / 3072K,35W,Jul-14
Pentium G3460,Haswell,2-Core,Intel,1150,22 nm,3500 MHz,35.0x,unknown,64K / 256K / 3072K,54W,Jul-14
Pentium G4400,Skylake,2-Core,Intel,1151,14 nm,3300 MHz,33.0x,unknown,64K / 256K / 4096K,51W,Sep-15
Pentium G4500,Skylake,2-Core,Intel,1151,14 nm,3500 MHz,35.0x,unknown,64K / 256K / 4096K,51W,Sep-15
Pentium G4520,Skylake,2-Core,Intel,1151,14 nm,3600 MHz,36.0x,unknown,64K / 256K / 4096K,51W,Sep-15
Pentium G620,Sandy Bridge,2-Core,Intel,1155,32 nm,2600 MHz,26.0x,unknown,64K / 256K / 3072K,65W,May-11
Pentium G620T,Sandy Bridge,2-Core,Intel,1155,32 nm,2200 MHz,22.0x,unknown,64K / 256K / 3072K,35W,May-11
Pentium G622,Sandy Bridge,2-Core,Intel,1155,32 nm,2600 MHz,26.0x,unknown,64K / 256K / 3072K,65W,May-11
Pentium G630,Sandy Bridge,2-Core,Intel,1155,32 nm,2700 MHz,27.0x,unknown,64K / 256K / 3072K,65W,Sep-11
Pentium G630T,Sandy Bridge,2-Core,Intel,1155,32 nm,2300 MHz,23.0x,unknown,64K / 256K / 3072K,35W,Sep-11
Pentium G632,Sandy Bridge,2-Core,Intel,1155,32 nm,2700 MHz,27.0x,unknown,64K / 256K / 3072K,65W,Sep-11
Pentium G640,Sandy Bridge,2-Core,Intel,1155,32 nm,2800 MHz,28.0x,unknown,64K / 256K / 3072K,65W,Jun-12
Pentium G640T,Sandy Bridge,2-Core,Intel,1155,32 nm,2400 MHz,24.0x,unknown,64K / 256K / 3072K,35W,Jun-12
Pentium G645,Sandy Bridge,2-Core,Intel,1155,32 nm,2900 MHz,29.0x,unknown,64K / 256K / 3072K,65W,Sep-12
Pentium G645T,Sandy Bridge,2-Core,Intel,1155,32 nm,2500 MHz,25.0x,unknown,64K / 256K / 3072K,35W,Sep-12
Pentium G6950,Clarkdale,2-Core,Intel,1156,32 nm,2800 MHz,21.0x,1.4 V,64K / 256K / 3072K,73W,Jan-10
Pentium G6951,Clarkdale,2-Core,Intel,1156,32 nm,2800 MHz,21.0x,1.4 V,64K / 256K / 3072K,73W,Sep-10
Pentium G6960,Clarkdale,2-Core,Intel,1156,32 nm,2933 MHz,22.0x,1.4 V,64K / 256K / 3072K,73W,Jan-11
Pentium G840,Sandy Bridge,2-Core,Intel,1155,32 nm,2800 MHz,28.0x,unknown,64K / 256K / 3072K,65W,May-11
Pentium G850,Sandy Bridge,2-Core,Intel,1155,32 nm,2900 MHz,29.0x,unknown,64K / 256K / 3072K,65W,May-11
Pentium G860,Sandy Bridge,2-Core,Intel,1155,32 nm,3000 MHz,30.0x,unknown,64K / 256K / 3072K,65W,Sep-11
Pentium G860T,Sandy Bridge,2-Core,Intel,1155,32 nm,2600 MHz,26.0x,unknown,64K / 256K / 3072K,35W,Jun-12
Pentium G870,Sandy Bridge,2-Core,Intel,1155,32 nm,3100 MHz,31.0x,unknown,64K / 256K / 3072K,65W,Jun-12
Pentium III 1000,Tualatin,1-Core,Intel,370,130 nm,1000 MHz,7.5x,1.475 V,8K / 256K / 0K,30W,Jul-01
Pentium III 1000,Coppermine T,1-Core,Intel,370,180 nm,1000 MHz,7.5x,1.75 V,8K / 256K / 0K,29W,Jun-01
Pentium III 1000S,Tualatin,1-Core,Intel,370,130 nm,1000 MHz,7.5x,1.475 V,8K / 512K / 0K,30W,Jun-01
Pentium III 1133,Tualatin,1-Core,Intel,370,130 nm,1133 MHz,8.5x,1.475 V,8K / 256K / 0K,29W,Jul-01
Pentium III 1133,Coppermine T,1-Core,Intel,370,180 nm,1133 MHz,8.5x,1.75 V,8K / 256K / 0K,29W,Jun-01
Pentium III 1133,Coppermine,1-Core,Intel,370,180 nm,1133 MHz,8.5x,1.75 V,8K / 256K / 0K,29W,Jul-00
Pentium III 1133S,Tualatin,1-Core,Intel,370,130 nm,1133 MHz,9.5x,1.45 V,8K / 512K / 0K,29W,Jun-01
Pentium III 1200,Tualatin,1-Core,Intel,370,130 nm,1200 MHz,9.0x,1.475 V,8K / 256K / 0K,30W,Jul-01
Pentium III 1266S,Tualatin,1-Core,Intel,370,130 nm,1266 MHz,9.5x,1.45 V,8K / 512K / 0K,30W,Jul-01
Pentium III 1333,Tualatin,1-Core,Intel,370,130 nm,1333 MHz,10.0x,1.475 V,8K / 256K / 0K,30W,Dec-01
Pentium III 1400,Tualatin,1-Core,Intel,370,130 nm,1400 MHz,10.5x,1.5 V,8K / 256K / 0K,31W,Dec-01
Pentium III 1400S,Tualatin,1-Core,Intel,370,130 nm,1400 MHz,10.5x,1.45 V,8K / 512K / 0K,32W,Jan-02
Pentium III 800,Coppermine T,1-Core,Intel,370,180 nm,800 MHz,6.0x,1.75 V,8K / 256K / 0K,38W,Jun-01
Pentium III 866,Coppermine T,1-Core,Intel,370,180 nm,866 MHz,6.5x,1.75 V,8K / 256K / 0K,38W,Jun-01
Pentium III 933,Coppermine T,1-Core,Intel,370,180 nm,933 MHz,7.0x,1.75 V,8K / 256K / 0K,27W,Jun-01
Phenom II 42 TWKR Black Edition,Deneb,4-Core,AMD,AM3,45 nm,2000 MHz,10.0x,1.425 V,128K / 512K / 6144K,125W,Jun-09
Phenom II X2 545,Callisto,2-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.425 V,128K / 512K / 6144K,80W,Jun-09
Phenom II X2 550,Callisto,2-Core,AMD,AM3,45 nm,3100 MHz,15.5x,1.4 V,128K / 512K / 6144K,80W,Nov-09
Phenom II X2 550 BE,Callisto,2-Core,AMD,AM3,45 nm,3100 MHz,15.5x,1.425 V,128K / 512K / 6144K,80W,Jun-09
Phenom II X2 555 BE,Callisto,2-Core,AMD,AM3,45 nm,3200 MHz,16.0x,1.4 V,128K / 512K / 6144K,80W,Jan-10
Phenom II X2 560 BE,Callisto,2-Core,AMD,AM3,45 nm,3300 MHz,16.5x,1.4 V,128K / 512K / 6144K,80W,Sep-10
Phenom II X2 565 BE,Callisto,2-Core,AMD,AM3,45 nm,3400 MHz,17.0x,1.4 V,128K / 512K / 6144K,80W,Dec-10
Phenom II X2 570 BE,Callisto,2-Core,AMD,AM3,45 nm,3500 MHz,17.5x,1.4 V,128K / 512K / 6144K,80W,May-10
Phenom II X2 B53,Callisto,2-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.425 V,128K / 512K / 6144K,80W,Oct-09
Phenom II X2 B55,Callisto,2-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.425 V,128K / 512K / 6144K,80W,Oct-09
Phenom II X2 B57,Callisto,2-Core,AMD,AM3,45 nm,3200 MHz,16.0x,1.425 V,128K / 512K / 6144K,80W,May-10
Phenom II X3 700e,Heka,3-Core,AMD,AM3,45 nm,2400 MHz,12.0x,1.25 V,128K / 512K / 6144K,65W,Jun-09
Phenom II X3 705e,Heka,3-Core,AMD,AM3,45 nm,2500 MHz,12.5x,1.25 V,128K / 512K / 6144K,65W,Jun-09
Phenom II X3 710,Heka,3-Core,AMD,AM3,45 nm,2600 MHz,13.0x,1.425 V,128K / 512K / 6144K,95W,Feb-09
Phenom II X3 715 BE,Heka,3-Core,AMD,AM2+,45 nm,2800 MHz,14.0x,1.425 V,128K / 512K / 6144K,95W,Oct-10
Phenom II X3 720,Heka,3-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.425 V,128K / 512K / 6144K,95W,Jan-10
Phenom II X3 720 BE,Heka,3-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.425 V,128K / 512K / 6144K,95W,Feb-09
Phenom II X3 740 BE,Heka,3-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.425 V,128K / 512K / 6144K,95W,Sep-09
Phenom II X3 B73,Heka,3-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.425 V,128K / 512K / 6144K,95W,Oct-09
Phenom II X3 B75,Heka,3-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.425 V,128K / 512K / 6144K,95W,Oct-09
Phenom II X3 B77,Heka,3-Core,AMD,AM3,45 nm,3200 MHz,16.0x,1.425 V,128K / 512K / 6144K,95W,May-10
Phenom II X4 650T,Zosma,4-Core,AMD,AM3,45 nm,2700 MHz,13.5x,1.4 V,128K / 512K / 4096K,95W,Jul-11
Phenom II X4 805,Deneb,4-Core,AMD,AM3,45 nm,2500 MHz,12.5x,1.425 V,128K / 512K / 4096K,95W,Feb-09
Phenom II X4 810,Deneb,4-Core,AMD,AM3,45 nm,2600 MHz,13.0x,1.425 V,128K / 512K / 4096K,95W,Feb-09
Phenom II X4 820,Deneb,4-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.425 V,128K / 512K / 4096K,95W,Sep-09
Phenom II X4 830,Deneb,4-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.425 V,128K / 512K / 4096K,95W,Sep-09
Phenom II X4 840,Propus,4-Core,AMD,AM3,45 nm,3200 MHz,16.0x,1.4 V,128K / 512K / 0K,95W,Jan-11
Phenom II X4 840T,Zosma,4-Core,AMD,AM3,45 nm,2900 MHz,14.5x,1.4 V,128K / 512K / 6144K,95W,Sep-10
Phenom II X4 850,Propus,4-Core,AMD,AM3,45 nm,3300 MHz,16.5x,1.4 V,128K / 512K / 0K,95W,Jun-11
Phenom II X4 900e,Deneb,4-Core,AMD,AM3,45 nm,2400 MHz,12.0x,1.25 V,128K / 512K / 6144K,65W,Jun-09
Phenom II X4 905e,Deneb,4-Core,AMD,AM3,45 nm,2500 MHz,12.5x,1.25 V,128K / 512K / 6144K,65W,Jun-09
Phenom II X4 910,Deneb,4-Core,AMD,AM3,45 nm,2600 MHz,13.0x,1.425 V,128K / 512K / 6144K,95W,Feb-09
Phenom II X4 910e,Deneb,4-Core,AMD,AM3,45 nm,2600 MHz,13.0x,1.25 V,128K / 512K / 6144K,65W,Jan-10
Phenom II X4 920,Deneb,4-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.5 V,128K / 512K / 6144K,125W,Jan-09
Phenom II X4 925,Deneb,4-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.425 V,128K / 512K / 6144K,95W,May-09
Phenom II X4 940 BE,Deneb,4-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.5 V,128K / 512K / 6144K,125W,Jan-09
Phenom II X4 945 (125W),Deneb,4-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.5 V,128K / 512K / 6144K,125W,Apr-09
Phenom II X4 945 (95W),Deneb,4-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.425 V,128K / 512K / 6144K,95W,Jul-09
Phenom II X4 955 (125W),Deneb,4-Core,AMD,AM3,45 nm,3200 MHz,16.0x,1.4 V,128K / 512K / 6144K,125W,Apr-09
Phenom II X4 955 (95W),Deneb,4-Core,AMD,AM3,45 nm,3200 MHz,16.0x,1.4 V,128K / 512K / 6144K,95W,Apr-09
Phenom II X4 955 BE,Deneb,4-Core,AMD,AM3,45 nm,3200 MHz,16.0x,1.5 V,128K / 512K / 6144K,125W,Apr-09
Phenom II X4 960T BE,Zosma,4-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.4 V,128K / 512K / 6144K,95W,Jun-10
Phenom II X4 965 BE (125W),Deneb,4-Core,AMD,AM3,45 nm,3400 MHz,17.0x,1.4 V,128K / 512K / 6144K,125W,Nov-09
Phenom II X4 965 BE (140W),Deneb,4-Core,AMD,AM3,45 nm,3400 MHz,17.0x,1.425 V,128K / 512K / 6144K,140W,Aug-09
Phenom II X4 970 BE,Deneb,4-Core,AMD,AM3,45 nm,3500 MHz,17.5x,1.4 V,128K / 512K / 6144K,125W,Sep-10
Phenom II X4 970 BE,Zosma,4-Core,AMD,AM3,45 nm,3500 MHz,17.5x,1.475 V,128K / 512K / 6144K,125W,Oct-10
Phenom II X4 975 BE,Deneb,4-Core,AMD,AM3,45 nm,3600 MHz,18.0x,1.4 V,128K / 512K / 6144K,125W,Jan-11
Phenom II X4 980 BE,Deneb,4-Core,AMD,AM3,45 nm,3700 MHz,18.5x,1.325 V,128K / 512K / 6144K,125W,May-11
Phenom II X4 B93,Deneb,4-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.425 V,128K / 512K / 6144K,95W,Oct-09
Phenom II X4 B95,Deneb,4-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.425 V,128K / 512K / 6144K,95W,Oct-09
Phenom II X4 B97,Deneb,4-Core,AMD,AM3,45 nm,3200 MHz,16.0x,1.425 V,128K / 512K / 6144K,95W,May-10
Phenom II X6 1035T,Thuban,6-Core,AMD,AM3,45 nm,2600 MHz,13.0x,1.425 V,128K / 512K / 6144K,95W,Apr-10
Phenom II X6 1045T,Thuban,6-Core,AMD,AM3,45 nm,2700 MHz,13.5x,1.375 V,128K / 512K / 6144K,95W,Sep-10
Phenom II X6 1055T (125W),Thuban,6-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.4 V,128K / 512K / 6144K,125W,Apr-10
Phenom II X6 1055T (95W),Thuban,6-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.375 V,128K / 512K / 6144K,95W,May-10
Phenom II X6 1065T,Thuban,6-Core,AMD,AM3,45 nm,2900 MHz,14.5x,1.475 V,128K / 512K / 6144K,125W,Dec-10
Phenom II X6 1075T,Thuban,6-Core,AMD,AM3,45 nm,3000 MHz,15.0x,1.475 V,128K / 512K / 6144K,125W,Sep-10
Phenom II X6 1090T BE,Thuban,6-Core,AMD,AM3,45 nm,3200 MHz,16.0x,1.4 V,128K / 512K / 6144K,125W,Apr-10
Phenom II X6 1100T BE,Thuban,6-Core,AMD,AM3,45 nm,3300 MHz,16.5x,1.475 V,128K / 512K / 6144K,125W,Dec-10
Phenom X3 8250e,Toliman,3-Core,AMD,AM2+,65 nm,1900 MHz,9.5x,1.25 V,128K / 512K / 2048K,65W,Sep-08
Phenom X3 8400,Toliman,3-Core,AMD,AM2+,65 nm,2100 MHz,10.5x,1.25 V,128K / 512K / 2048K,95W,Mar-08
Phenom X3 8450,Toliman,3-Core,AMD,AM2+,65 nm,2100 MHz,10.5x,1.25 V,128K / 512K / 2048K,95W,Apr-08
Phenom X3 8450e,Toliman,3-Core,AMD,AM2+,65 nm,2100 MHz,10.5x,1.25 V,128K / 512K / 2048K,65W,Sep-08
Phenom X3 8550,Toliman,3-Core,AMD,AM2+,65 nm,2200 MHz,11.0x,1.25 V,128K / 512K / 2048K,95W,Apr-08
Phenom X3 8600,Toliman,3-Core,AMD,AM2+,65 nm,2300 MHz,11.5x,1.25 V,128K / 512K / 2048K,95W,Mar-08
Phenom X3 8650,Toliman,3-Core,AMD,AM2+,65 nm,2300 MHz,11.5x,1.25 V,128K / 512K / 2048K,95W,Apr-08
Phenom X3 8750,Toliman,3-Core,AMD,AM2+,65 nm,2400 MHz,12.0x,1.25 V,128K / 512K / 2048K,95W,Apr-08
Phenom X3 8750 BE,Toliman,3-Core,AMD,AM2+,65 nm,2400 MHz,12.0x,1.25 V,128K / 512K / 2048K,95W,Sep-08
Phenom X3 8850,Toliman,3-Core,AMD,AM2+,65 nm,2500 MHz,12.5x,1.25 V,128K / 512K / 2048K,95W,Oct-08
Phenom X4 9100e,Agena,4-Core,AMD,AM2+,65 nm,1800 MHz,9.0x,1.15 V,128K / 512K / 2048K,65W,Mar-08
Phenom X4 9150e,Agena,4-Core,AMD,AM2+,65 nm,1800 MHz,9.0x,1.125 V,128K / 512K / 2048K,65W,Jul-08
Phenom X4 9350e,Agena,4-Core,AMD,AM2+,65 nm,2000 MHz,10.0x,1.125 V,128K / 512K / 2048K,65W,Jul-08
Phenom X4 9450e,Agena,4-Core,AMD,AM2+,65 nm,2100 MHz,10.5x,1.125 V,128K / 512K / 2048K,65W,Oct-08
Phenom X4 9500,Agena,4-Core,AMD,AM2+,65 nm,2200 MHz,11.0x,1.25 V,128K / 512K / 2048K,95W,Nov-07
Phenom X4 9550,Agena,4-Core,AMD,AM2+,65 nm,2200 MHz,11.0x,1.25 V,128K / 512K / 2048K,95W,Mar-08
Phenom X4 9600,Agena,4-Core,AMD,AM2+,65 nm,2300 MHz,11.5x,1.25 V,128K / 512K / 2048K,95W,Nov-07
Phenom X4 9600 BE,Agena,4-Core,AMD,AM2+,65 nm,2300 MHz,11.5x,1.25 V,128K / 512K / 2048K,95W,Dec-07
Phenom X4 9600B,Agena,4-Core,AMD,AM2+,65 nm,2300 MHz,11.5x,1.25 V,128K / 512K / 2048K,95W,Apr-08
Phenom X4 9650,Agena,4-Core,AMD,AM2+,65 nm,2300 MHz,11.5x,1.25 V,128K / 512K / 2048K,95W,Mar-08
Phenom X4 9750 (125W),Agena,4-Core,AMD,AM2+,65 nm,2400 MHz,12.0x,1.3 V,128K / 512K / 2048K,125W,Mar-08
Phenom X4 9750 (95W),Agena,4-Core,AMD,AM2+,65 nm,2400 MHz,12.0x,1.25 V,128K / 512K / 2048K,95W,Mar-08
Phenom X4 9750B,Agena,4-Core,AMD,AM2+,65 nm,2400 MHz,12.0x,1.25 V,128K / 512K / 2048K,95W,Aug-08
Phenom X4 9850 (125W),Agena,4-Core,AMD,AM2+,65 nm,2500 MHz,12.5x,1.3 V,128K / 512K / 2048K,125W,Jul-08
Phenom X4 9850 (95W),Agena,4-Core,AMD,AM2+,65 nm,2500 MHz,12.5x,1.25 V,128K / 512K / 2048K,95W,Oct-08
Phenom X4 9850 BE,Agena,4-Core,AMD,AM2+,65 nm,2500 MHz,12.5x,1.3 V,128K / 512K / 2048K,125W,Mar-08
Phenom X4 9850B,Agena,4-Core,AMD,AM2+,65 nm,2500 MHz,12.5x,1.25 V,128K / 512K / 2048K,95W,Aug-08
Phenom X4 9950 BE (125W),Agena,4-Core,AMD,AM2+,65 nm,2600 MHz,13.0x,1.3 V,128K / 512K / 2048K,125W,Oct-08
Phenom X4 9950 BE (140W),Agena,4-Core,AMD,AM2+,65 nm,2600 MHz,13.0x,1.3 V,128K / 512K / 2048K,140W,Mar-08
Sempron 130,Sargas,1-Core,AMD,AM3,45 nm,2600 MHz,13.0x,1.35 V,128K / 512K / 0K,45W,Aug-11
Sempron 140,Sargas,1-Core,AMD,AM3,45 nm,2700 MHz,13.5x,1.35 V,128K / 1024K / 0K,45W,Jul-09
Sempron 145,Sargas,1-Core,AMD,AM3,45 nm,2800 MHz,14.0x,1.35 V,128K / 1024K / 0K,45W,Sep-10
Sempron 150,Sargas,1-Core,AMD,AM3,45 nm,2900 MHz,14.5x,1.35 V,128K / 1024K / 0K,45W,Dec-10
Sempron 180,Regor,2-Core,AMD,AM3,45 nm,2400 MHz,12.0x,1.35 V,128K / 512K / 0K,45W,Sep-10
Sempron 2200+,Barton,1-Core,AMD,A,130 nm,1500 MHz,9.0x,1.6 V,128K / 256K / 0K,62W,Jan-01
Sempron 2200+,Thoroughbred,1-Core,AMD,A,130 nm,1500 MHz,9.0x,1.6 V,128K / 256K / 0K,62W,Jul-04
